sku,name,Products_type
C-LS8123-lssilverc,"8123 Grapcicle - C/S - Silver Colar",simple
C-LS8124-lssilverc,"Lipstick - Faith - C - Silver Colar",simple
C-LS8126-lssilverc,"Captivating - Silver Colar",simple
C-LS8130-lssilverc,"Summer Time - C/P - Silver Colar",simple
C-LS8133-lssilverc,"Shimmer beige - Silver Colar",simple
C-LS8134-lssilverc,"Nude Cream  - Silver Colar",simple
C-LS8140-lssilverc,"Lipstick - Snow White - Silver Colar",simple
C-LS8141-lssilverc,"Deep Black - Silver Colar",simple
C-LS8142-lssilverc,"8142Hello Pretty - Silver Colar",simple
C-LS8143-lssilverc,"8143 Fusion - Silver Colar",simple
C-LS8144-lssilverc,"8144 Fresh - Silver Colar",simple
C-LS8145-lssilverc,"Coral Bliss (C)",simple
C-LS8146-lssilverc,"Fabulous - Silver Colar",simple
C-LS8147-lssilverc,"8147 Red Velvet - Silver Colar",simple
C-LS8148-lssilverc,"Candy Land - Silver Colar",simple
C-LS8149-lssilverc,"Taupe - Silver Colar",simple
C-LS8150-lssilverc,"Lipstick - Desert Rose - Silver Colar",simple
C-LS8152-lssilverc,"Fashion Wear - Silver Colar",simple
C-LS8153-lssilverc,"Sensational - Silver Colar",simple
C-LS8154-lssilverc,"Dream Catcher - Silver Colar",simple
C-LS8155-lssilverc,"Heavenly - Silver Colar",simple
C-LS8156-lssilverc,"Purple Rain - Silver Colar",simple
C-LS8157-lssilverc,"Darling - Silver Colar",simple
C-LS8158-lssilverc,"8158 Lost - Silver Colar 8158",simple
C-LS8159-lssilverc,"Starlight - Silver Colar",simple
C-LS8160-lssilverc,"Bashful - Silver Colar",simple
C-LS8161-lssilverc,"Giggles - Silver Colar",simple
C-LS8162-lssilverc,"Fetish - Silver Colar",simple
C-LS8163-lssilverc,"Rain Maker - Silver Colar",simple
C-LS8164-lssilverc,"MamaMia - Silver Colar",simple
C-LS8165-lssilverc,"Topaz - M - Silver Colar",simple
C-LS8166-lssilverc,"Jersey Shore - Silver Colar",simple
C-LS8167-lssilverc,"Orange (M)",simple
C-LS8168-lssilverc,"Red - M - Silver Colar",simple
C-LS8169-lssilverc,"Red Devil - M - Silver Colar",simple
C-LS8170-lssilverc,"Purple Vibe - M - Silver Colar",simple
C-LS8171-lssilverc,"8171 Matte Lipstick Doll me up - Silver Colar",simple
C-LS8172-lssilverc,"Magic - Silver Colar",simple
C-LS8173-lssilverc,"Girl Next Door - Silver Colar",simple
C-LS8174-lssilverc,"Clever - Silver Colar",simple
C-LS8175-lssilverc,"Sweet Boy - Silver Colar",simple
C-LS8176-lssilverc,"Pretty Tizzy - Silver Colar",simple
C-LS8177-lssilverc,"Bombshell - Silver Colar",simple
C-LS8178-lssilverc,"Gatsby - Silver Colar",simple
C-LS8179-lssilverc,"Brag - Silver Colar",simple
C-LS8180-lssilverc,"Moochie - Silver Colar",simple
C-LS8181-lssilverc,"Naked - M - Silver Colar",simple
C-LS8182-lssilverc,"Nude - M - Silver Colar",simple
C-LS8183-lssilverc,"Bright Pink -M - Silver Colar",simple
C-LS8184-lssilverc,"Bright Orange - M - Silver Colar",simple
C-LS8185-lssilverc,"Grey - M - Silver Colar",simple
C-LS8186-lssilverc,"Burgandy - M - Silver Colar",simple
C-LS8187-lssilverc,"Purple Orchid - M - Silver Colar",simple
C-LS8188-lssilverc,"Teddy - Silver Colar",simple
C-LS8189-lssilverc,"Pebbles - Silver Colar",simple
C-LS8190-lssilverc,"Utopia - Silver Colar",simple
C-LS8191-lssilverc,"Flag Ship - Silver Colar",simple
C-LS8192-lssilverc,"8192 Frenzy - Silver Colar",simple
C-LS8193-lssilverc,"Fairy - Silver Colar",simple
C-LS8194-lssilverc,"Bloomer - Silver Colar",simple
C-LS8195-lssilverc,"Bam Bam - Silver Colar",simple
C-LS8196-lssilverc,"8196 Heart Breaker - Silver Colar",simple
C-LS8197-lssilverc,"Beauty Drug - Silver Colar",simple
C-LS8198-lssilverc,"8198 Russian Sensation Silver Colar",simple
C-LS8200-lssilverc,"8200 Uptown Girl - Silver Colar 8200",simple
C-LS8201-lssilverc,"Girl night Out - Silver Colar",simple
C-LS8202-lssilverc,"Dream Girl - Silver Colar",simple
C-LS8203-lssilverc,"Warmth - Silver Colar",simple
C-LS8204-lssilverc,"Day Dream - Silver Colar",simple
C-LS8205-lssilverc,"Lipstick - Love Fear - Silver Colar",simple
C-LS8208-lssilverc,"8208 Slush - Silver Colar",simple
C-LS8209-lssilverc,"Pout - Silver Colar",simple
C-LS8210-lssilverc,"Shock - Silver Colar",simple
C-LS8211-lssilverc,"Breeze - Silver Colar",simple
C-LS8212-lssilverc,"Love - Silver Colar",simple
C-LS8213-lssilverc,"Wonder - Silver Colar",simple
C-LS8214-lssilverc,"4430 Miracle - Silver Colar",simple
C-LS8215-lssilverc,"Sweet Heart - Silver Colar",simple
C-LS8221-lssilverc,"8221 Soul - Silver Colar",simple
C-LS8222-lssilverc,"Ice Coral (Cream Matte) - Silver Colar",simple
C-LS8223-lssilverc,"Spell Bond (Cream Matte) - Silver Colar",simple
C-LS8224-lssilverc,"Cold Hearted (Cream Matte) - Silver Colar",simple
C-LS8225-lssilverc,"Naughty (Cream Matte) - Silver Colar",simple
C-LS8226-lssilverc,"Marine (Cream Matte) - Silver Colar",simple
C-LS8227-lssilverc,"Scandalous (Cream Matte) - Silver Colar",simple
C-LS8228-lssilverc,Freddy,simple
C-LS8229-lssilverc,"Paradise Blue (Cream Matte) - Silver Colar",simple
C-LS8230-lssilverc,"Blue Moon (Cream Matte) - Silver Colar",simple
C-LS8231-lssilverc,"Ocean (Cream Matte) - Silver Colar",simple
C-LS8232-lssilverc,"Lipstick - Sugar Plum (Cream Matte) - Silver Colar",simple
C-LS8233-lssilverc,"AcidBerry (Cream Matte) - Silver Colar",simple
C-LS8234-lssilverc,"Lime Me Green (Cream Matte) - Silver Colar",simple
C-LS8235-lssilverc,"8235 Lipstick - Irish Pub (Cream Matte) - Silver Colar",simple
C-LS8236-lssilverc,"Gosh (Cream Matte) - Silver Colar",simple
C-LS8237-lssilverc,"Bubble Gum (Cream Matte) - Silver Colar",simple
C-LS8238-lssilverc,"Orange Sorbet (Cream Matte) - Silver Colar",simple
Lipstick_Standard_Packaging,"Lipstick Standard Packaging",configurable
C-LS8000-LSSTNDP,"Vitamin E (M)",simple
C-LS8001-LSSTNDP,"Gold Kiss (F)",simple
C-LS8002-LSSTNDP,"Deep Gold (P)",simple
C-LS8004-LSSTNDP,"Tinsel (P)",simple
C-LS8005-LSSTNDP,"Pale Bronze (F)",simple
C-LS8008-LSSTNDP,"Foxy Brown (C)",simple
C-LS8009-LSSTNDP,"Copper Rose P",simple
C-LS8011-LSSTNDP,"89% Chocolate (M)",simple
C-LS8012-LSSTNDP,"Mink Brown (C)",simple
C-LS8013-LSSTNDP,Twig,simple
C-LS8014-LSSTNDP,"Sienna (C)",simple
C-LS8015-LSSTNDP,"Sedona C",simple
C-LS8016-LSSTNDP,"Copper (P)",simple
C-LS8017-LSSTNDP,"Antique (F)",simple
C-LS8018-LSSTNDP,"Rondo Brown (P)",simple
C-LS8021-LSSTNDP,"Gold Rose (P)",simple
C-LS8022-LSSTNDP,"Bronze (P)",simple
C-LS8023-LSSTNDP,"Hint of Rose (P)",simple
C-LS8024-LSSTNDP,"Dream (C)",simple
C-LS8025-LSSTNDP,"Inspiration (F)",simple
C-LS8028-LSSTNDP,"Creamy Amber (C)",simple
C-LS8029-LSSTNDP,"Mahogany (C)",simple
C-LS8031-LSSTNDP,"Mocha Latter (C)",simple
C-LS8032-LSSTNDP,"Pearl Aubergine (P)",simple
C-LS8033-LSSTNDP,"Bunny Brown (C)",simple
C-LS8037-LSSTNDP,"Au De Natural (C)",simple
C-LS8038-LSSTNDP,"Charity (C)",simple
C-LS8039-LSSTNDP,"Believe (C)",simple
C-LS8041-LSSTNDP,"Creamy Peach Stanard",simple
C-LS8042-LSSTNDP,"Dreamy Peach (C)",simple
C-LS8043-LSSTNDP,"Burnt Peach C",simple
C-LS8044-LSSTNDP,"WildDragon P",simple
C-LS8047-LSSTNDP,"Naked (C)",simple
C-LS8048-LSSTNDP,"Plush (C)",simple
C-LS8049-LSSTNDP,"Sun Kiss C/P",simple
C-LS8050-LSSTNDP,"SKiss (C)",simple
C-LS8051-LSSTNDP,"Sunset (S)",simple
C-LS8052-LSSTNDP,"Red Rock (C)",simple
C-LS8053-LSSTNDP,"Hint of Orange (S)",simple
C-LS8054-LSSTNDP,"Sheer Orange (S)",simple
C-LS8055-LSSTNDP,"Deep Orange (C)",simple
C-LS8056-LSSTNDP,"Tangerine AC",simple
C-LS8057-LSSTNDP,"Pink Cloud (F)",simple
C-LS8058-LSSTNDP,"Mia Tia(C)",simple
C-LS8059-LSSTNDP,"Orange Bloom (C)",simple
C-LS8060-LSSTNDP,"Ravishing Rose (F",simple
C-LS8061-LSSTNDP,"Aubergine (C)",simple
C-LS8062-LSSTNDP,"Coral Shelly (C)",simple
C-LS8063-LSSTNDP,"Red Coral (C)",simple
C-LS8065-LSSTNDP,"Fire Red (C)",simple
C-LS8067-LSSTNDP,"Burnt Red (C)",simple
C-LS8068-LSSTNDP,"Rouge Cream (F)",simple
C-LS8069-LSSTNDP,"Radical Red C",simple
C-LS8070-LSSTNDP,"Hot and Bothered",simple
C-LS8072-LSSTNDP,"Maralyn M",simple
C-LS8073-LSSTNDP,"Blush (C)",simple
C-LS8074-LSSTNDP,"All night long (C)",simple
C-LS8075-LSSTNDP,"Raspberry Red (C)",simple
C-LS8077-LSSTNDP,"Bling Cherry C",simple
C-LS8078-LSSTNDP,"Raspberry Haze (C)",simple
C-LS8079-LSSTNDP,"Berry (C)",simple
C-LS8081-LSSTNDP,"Spring Rose (C)",simple
C-LS8082-LSSTNDP,"Babie C",simple
C-LS8083-LSSTNDP,"Kitten Pink (C)",simple
C-LS8086-LSSTNDP,"Twiggy Pink (C)",simple
C-LS8088-LSSTNDP,"Rouge Rose (C)",simple
C-LS8090-LSSTNDP,"Deep Plum (C)",simple
C-LS8092-LSSTNDP,"Misty Pink (P)",simple
C-LS8093-LSSTNDP,"Dusty Rose (C)",simple
C-LS8098-LSSTNDP,"Future Pink (C)",simple
C-LS8101-LSSTNDP,"Plum Pink (C)",simple
C-LS8102-LSSTNDP,"Chorine (C)",simple
C-LS8103-LSSTNDP,"Booty Call (C)",simple
C-LS8104-LSSTNDP,Unforgettable,simple
C-LS8105-LSSTNDP,"Hotness Red (C)",simple
C-LS8106-LSSTNDP,"Bee Sting (C)",simple
C-LS8107-LSSTNDP,"Drive Him Crazy (C)",simple
C-LS8108-LSSTNDP,"One night Stand (C)",simple
C-LS8109-LSSTNDP,"Jealous (C)",simple
C-LS8110-LSSTNDP,"Diva C",simple
C-LS8111-LSSTNDP,"Vamp (C)",simple
C-LS8112-LSSTNDP,"Voluptuous (C)",simple
C-LS8113-LSSTNDP,"Bubbly (F)",simple
C-LS8114-LSSTNDP,"Shocking Pink",simple
C-LS8115-LSSTNDP,"Grape (F)",simple
C-LS8117-LSSTNDP,"Rebellious (C)",simple
C-LS8118-LSSTNDP,"Black Berry (C)",simple
C-LS8119-LSSTNDP,"Cotton Candy (P)",simple
C-LS8120-LSSTNDP,"Fresh Lips",simple
C-LS8122-LSSTNDP,"Purple Lushies",simple
C-LS8123-LSSTNDP,"Grapcicle C/S Packaging",simple
C-LS8124-LSSTNDP,"Faith (C)",simple
C-LS8126-LSSTNDP,"Captivating (C)",simple
C-LS8130-LSSTNDP,"Summer Time (P)",simple
C-LS8133-LSSTNDP,"Shimmer beige (P)",simple
C-LS8134-LSSTNDP,"Nude (C)",simple
C-LS8140-LSSTNDP,"Snow White (M)",simple
C-LS8141-LSSTNDP,"Deep Black (M)",simple
C-LS8142-LSSTNDP,"Hello Pretty (P)",simple
C-LS8143-LSSTNDP,"Fusion (F)",simple
C-LS8144-LSSTNDP,"Fresh P",simple
C-LS8145-LSSTNDP,"Coral Bliss (C)",simple
C-LS8146-LSSTNDP,"Fabulous (C)",simple
C-LS8147-LSSTNDP,"Red Velvet Pack",simple
C-LS8148-LSSTNDP,"Candy Land (P)",simple
C-LS8149-LSSTNDP,"Taupe (C)",simple
C-LS8150-LSSTNDP,"Desert Rose (C)",simple
C-LS8152-LSSTNDP,"Fashion Wea (C)",simple
C-LS8153-LSSTNDP,"Sensational (C)",simple
C-LS8154-LSSTNDP,"Dream Catcher (C)",simple
C-LS8155-LSSTNDP,"Heavenly (C)",simple
C-LS8156-LSSTNDP,"Purple Rain (C)",simple
C-LS8157-LSSTNDP,"Darling (C)",simple
C-LS8158-LSSTNDP,Lost,simple
C-LS8159-LSSTNDP,"Starlight (C)",simple
C-LS8160-LSSTNDP,"Bashful (C)",simple
C-LS8161-LSSTNDP,"Giggles (F)",simple
C-LS8162-LSSTNDP,"Fetish (F)",simple
C-LS8163-LSSTNDP,"Rain Maker (C)",simple
C-LS8164-LSSTNDP,"Manama (C)",simple
C-LS8165-LSSTNDP,"Topaz (M)",simple
C-LS8166-LSSTNDP,"Jersey Shore (C)",simple
C-LS8167-LSSTNDP,"Orange (M)",simple
C-LS8168-LSSTNDP,"Russian Red (M)",simple
C-LS8169-LSSTNDP,"Red Devil (M)",simple
C-LS8170-LSSTNDP,"Purple Vibe (M)",simple
C-LS8171-LSSTNDP,"Doll me up (M)",simple
C-LS8172-LSSTNDP,"Magic (C)",simple
C-LS8173-LSSTNDP,"Girl Next Door (C)",simple
C-LS8174-LSSTNDP,"Clever (C)",simple
C-LS8175-LSSTNDP,"Sweet Boy (F)",simple
C-LS8176-LSSTNDP,"Pretty Tizzy (C)",simple
C-LS8177-LSSTNDP,"Bombshell (C)",simple
C-LS8178-LSSTNDP,"Gatsby (C)",simple
C-LS8179-LSSTNDP,"Brag (C)",simple
C-LS8180-LSSTNDP,"Mooched (C)",simple
C-LS8181-LSSTNDP,"Naked (M)",simple
C-LS8182-LSSTNDP,"Nude (M)",simple
C-LS8183-LSSTNDP,"Bright Pink (M)",simple
C-LS8184-LSSTNDP,"Bright Orange (M)",simple
C-LS8185-LSSTNDP,"grey (M)",simple
C-LS8186-LSSTNDP,"Burgundy (M)",simple
C-LS8187-LSSTNDP,"Purple Orchid (M)",simple
C-LS8188-LSSTNDP,"Teddy (C)",simple
C-LS8189-LSSTNDP,"Pebbles (P)",simple
C-LS8190-LSSTNDP,"Utopia (C)",simple
C-LS8191-LSSTNDP,"Flag Ship (C)",simple
C-LS8192-LSSTNDP,"Frenzy Stand Pack",simple
C-LS8193-LSSTNDP,"Fairy (C)",simple
C-LS8194-LSSTNDP,"Bloome (C)",simple
C-LS8195-LSSTNDP,"Bam (C)",simple
C-LS8196-LSSTNDP,"Heart Breaker Packaging",simple
C-LS8197-LSSTNDP,"Beauty Drug (C)",simple
C-LS8198-LSSTNDP,"Russian Sensation",simple
C-LS8200-LSSTNDP,"Uptown Girl Packaging",simple
C-LS8201-LSSTNDP,"Girls Night Out (C)",simple
C-LS8202-LSSTNDP,"Dream Girl (C)",simple
C-LS8203-LSSTNDP,"Warmth (C)",simple
C-LS8204-LSSTNDP,"Day Dream (C)",simple
C-LS8205-LSSTNDP,"Love Fear (C)",simple
C-LS8208-LSSTNDP,"Slush Stnd Pack",simple
C-LS8209-LSSTNDP,"Pout Stnd Pack (C)",simple
C-LS8210-LSSTNDP,Shock,simple
C-LS8211-LSSTNDP,"Breeze (C)",simple
C-LS8212-LSSTNDP,"Love M (C)",simple
C-LS8213-LSSTNDP,"Wonder (C)",simple
C-LS8214-LSSTNDP,"Miracle (C)",simple
C-LS8215-LSSTNDP,"Sweat Heart (C)",simple
C-LS8221-LSSTNDP,"Soul Packaging",simple
C-LS8222-LSSTNDP,"Ice Cora (M)",simple
C-LS8223-LSSTNDP,"Spell Bond (M)",simple
C-LS8224-LSSTNDP,"Cold Hearted (Cream Matte)",simple
C-LS8225-LSSTNDP,"Naughty (M)",simple
C-LS8226-LSSTNDP,"Marine (M)",simple
C-LS8227-LSSTNDP,"Scandalous (M)",simple
C-LS8228-LSSTNDP,Freddy,simple
C-LS8229-LSSTNDP,"Paradise Blue (M)",simple
C-LS8230-LSSTNDP,"Blue Moon (M)",simple
C-LS8231-LSSTNDP,"Ocean (M)",simple
C-LS8233-LSSTNDP,"AcidBerry (M)",simple
C-LS8234-LSSTNDP,"Lime Me Green (M)",simple
C-LS8235-LSSTNDP,"Irish Pub (Cream Matte) Packaging",simple
C-LS8236-LSSTNDP,"Gosh (M)",simple
C-LS8237-LSSTNDP,"Bubble Gum (M)",simple
C-LS8238-LSSTNDP,"Orange Sorbet (Cream Matte)",simple
"Liquid_Lipstick_standard Packaging","Liquid Lipstick",configurable
C-LL4500-LIQDSTNDP,"4500 - All Natural",simple
C-LL4501-LIQDSTNDP,"4501 - Dream",simple
C-LL4502-LIQDSTNDP,"4502 - Angel",simple
C-LL4503-LIQDSTNDP,"4503 - Pink Pop",simple
C-LL4504-LIQDSTNDP,"4504 - Love Bite",simple
C-LL4505-LIQDSTNDP,Charmed,simple
C-LL4507-LIQDSTNDP,"Black Berry",simple
C-LL4508-LIQDSTNDP,"Dream Girl",simple
C-LL4509-LIQDSTNDP,"4509 Fall In Love",simple
C-LL4510-LIQDSTNDP,"Hot Lips",simple
C-LL4511-LIQDSTNDP,"Kiss Me",simple
C-LL4512-LIQDSTNDP,"Shocking Pink",simple
C-LL4513-LIQDSTNDP,"Gorgeous (Satin)",simple
C-LL4514-LIQDSTNDP,"Bam Bam (Satin)",simple
C-LL4515-LIQDSTNDP,"Snob (Satin)",simple
C-LL4516-LIQDSTNDP,"4516 - Liquid Lipstick - Amorous (Satin) - Stnd P",simple
C-LL4517-LIQDSTNDP,"Pebbles (Satin)",simple
C-LL4518-LIQDSTNDP,"Soul Mate",simple
C-LL4519-LIQDSTNDP,"Blue Moon",simple
C-LL4520-LIQDSTNDP,"Paradise Blue",simple
C-LL4521-LIQDSTNDP,"4521 - Scandalous",simple
C-LL4522-LIQDSTNDP,"4522 - Spell Bond",simple
C-LL4523-LIQDSTNDP,"4523 - Black",simple
C-LL4524-LIQDSTNDP,"4524 - Grey",simple
C-LL4525-LIQDSTNDP,"4525 - Tangerine Queen",simple
C-LL4526-LIQDSTNDP,"4526 - Speechless",simple
C-LL4527-LIQDSTNDP,"4527 - Fearless",simple
C-LL4528-LIQDSTNDP,"4528 - Stylish Girl",simple
C-LL4529-LIQDSTNDP,"4529 - Fashionable",simple
C-LL4530-LIQDSTNDP,"4530 - Hunter",simple
C-LL4531-LIQDSTNDP,"4531 - Sugar Plum",simple
C-LL4532-LIQDSTNDP,"4532 - City Girl",simple
C-LL4533-LIQDSTNDP,"4533 - Funtime",simple
C-LL4534-LIQDSTNDP,"4534 - Shallow Orchid",simple
C-LL4535-LIQDSTNDP,"4535 - Stunner",simple
C-LL4536-LIQDSTNDP,"4536 - Aphrodite",simple
C-LL4537-LIQDSTNDP,"4537 - Twitch",simple
C-LL4538-LIQDSTNDP,"4538 - Hypnotised",simple
C-LL4539-LIQDSTNDP,"4539 - Loving Red",simple
C-LL4540-LIQDSTNDP,"4540 - Bonfire",simple
C-LL4541-LIQDSTNDP,"4541 - Delighted",simple
C-LL4542-LIQDSTNDP,"4542 - Shy Girl",simple
C-LL4543-LIQDSTNDP,"4543 - Adore",simple
C-LL4544-LIQDSTNDP,"Liquid Lipstick Lavish",simple
C-LL4545-LIQDSTNDP,Posh,simple
C-LL4546-LIQDSTNDP,"4546 - Nebula",simple
C-LL4547-LIQDSTNDP,"4547 - Sin City",simple
C-LL4548-LIQDSTNDP,"4548 - Baby Spice",simple
C-LL4549-LIQDSTNDP,"4549 - Supernova",simple
C-LL4550-LIQDSTNDP,"4550 - Fawn",simple
C-LL4551-LIQDSTNDP,"4551 - Seoul",simple
C-LL4552-LIQDSTNDP,Sunlit,simple
C-LL4553-LIQDSTNDP,"Wicked Coral",simple
C-LL4554-LIQDSTNDP,"4554 - Be In Love",simple
C-LL4555-LIQDSTNDP,"4555 - Mauve Ideal",simple
C-LL4556-LIQDSTNDP,Defined,simple
C-LL4557-LIQDSTNDP,Hope,simple
C-LL4558-LIQDSTNDP,"4558 - Spicy Red",simple
C-LL4559-LIQDSTNDP,Jamm,simple
C-LL4560-LIQDSTNDP,"4560 - Kingdom",simple
C-LL4561-LIQDSTNDP,Marvelous,simple
C-LL4562-LIQDSTNDP,Fortune,simple
C-LL4563-LIQDSTNDP,Azure,simple
C-LL4564-LIQDSTNDP,Aqua,simple
C-LL4565-LIQDSTNDP,"Royal Blue",simple
C-LL4566-LIQDSTNDP,Indigo,simple
C-LL4567-LIQDSTNDP,Heartbeat,simple
C-LL4568-LIQDSTNDP,Pedal,simple
C-LL4569-LIQDSTNDP,Forest,simple
C-LL4570-LIQDSTNDP,"Pucker Up",simple
C-LL4571-LIQDSTNDP,Catwalk,simple
C-LL4572-LIQDSTNDP,Wow,simple
C-LL4573-LIQDSTNDP,Teal,simple
C-LL4574-LIQDSTNDP,BaBoom,simple
C-LL4575-LIQDSTNDP,Cerise,simple
C-LL4576-LIQDSTNDP,Surprising,simple
C-LL4577-LIQDSTNDP,"Just About",simple
C-LL4578-LIQDSTNDP,Dangerous,simple
C-LL4579-LIQDSTNDP,Coveted,simple
C-LL4580-LIQDSTNDP,Famous,simple
C-LL4581-LIQDSTNDP,Icon,simple
C-LL4582-LIQDSTNDP,Trophy,simple
C-LL4583-LIQDSTNDP,Grunge,simple
C-LL4584-LIQDSTNDP,Pleasing,simple
C-LL4585-LIQDSTNDP,Flora,simple
C-LL4586-LIQDSTNDP,Darling,simple
C-LL4587-LIQDSTNDP,Sangria,simple
C-LL4588-LIQDSTNDP,"4588 Rum N' Coke",simple
liquidcon_color,"Full Coverage Liquid Concealer",configurable
C-LC900,"Full Coverage Concealer - Extra Light Porcelain",simple
C-LC901,"Full Coverage Liquid Concealer - Light Porcelain",simple
C-LC902,"Full Coverage Liquid Concealer - Porcelain",simple
C-LC903,"Full Coverage Liquid Concealer - Medium Beigh",simple
C-LC904,"Full Coverage Liquid Concealer - Dark Tan",simple
C-LC905,"Full Coverage Liquid Concealer - Mocha",simple
C-LC908,"Full Coverage Liquid Concealer - Coffee Bean",simple
C-LC909,"Full Coverage Liquid Concealer - Amber",simple
C-LC911,"Full Coverage Liquid Concealer - Medium Light Porcelain",simple
C-LC940,"Full Coverage Liquid Concealer - Corrector - Yellow",simple
C-LC941,"Full Coverage Liquid Concealer - Corrector - Lilac",simple
C-LC942,"Full Coverage Liquid Concealer - Corrector - Mint",simple
C-LC943,"Full Coverage Liquid Concealer - Corrector - Perfect Orange",simple
C-LC944,"Full Coverage Liquid Concealer - Corrector - Burnt Orange",simple
C-LC950,"Full Coverage Liquid Concealer - Light Ivory",simple
C-LC951,"Full Coverage Liquid Concealer - Ivory",simple
C-LC952,"Full Coverage Liquid Concealer - Medium Ivory",simple
C-LC953,"Full Coverage Liquid Concealer - Medium Tan",simple
C-LC954,"Full Coverage Liquid Concealer - Tan",simple
C-LC955,"Full Coverage Liquid Concealer - Almond",simple
LL_Shny_Blk,"Liquid Lipstick Shiny Black Packaging",configurable
C-LL4500-SHNYBLKC,"4500 - Liquid Lipstick - All Natural",simple
C-LL4501-SHNYBLKC,"4501 - Liquid Lipstick - - Dream",simple
C-LL4502-SHNYBLKC,"4502 - Liquid Lipstick -  Angel",simple
C-LL4503-SHNYBLKC,"4503 - Liquid Lipstick - Pink Pop",simple
C-LL4504-SHNYBLKC,"4504 - Liquid Lipstick - - Love Bite",simple
C-LL4505-SHNYBLKC,"4505 - Liquid Lipstick -  Charmed",simple
C-LL4507-SHNYBLKC,"4507 Liquid Lipstick - Black Berry",simple
C-LL4508-SHNYBLKC,"4508 Liquid Lipstick - Dream Girl",simple
C-LL4509-SHNYBLKC,"4509 Liquid Lipstick - Fall In Love",simple
C-LL4510-SHNYBLKC,"4510 Liquid Lipstick - Hot Lips",simple
C-LL4511-SHNYBLKC,"4511 - Liquid Lipstick - Kiss Me",simple
C-LL4512-SHNYBLKC,"4512 - Liquid Lipstick - Shocking Pink",simple
C-LL4513-SHNYBLKC,"4513 - Liquid Lipstick - Gorgeous (Satin)",simple
C-LL4514-SHNYBLKC,"4514 - Liquid Lipstick - Bam Bam (Satin)",simple
C-LL4515-SHNYBLKC,"4515 - Liquid Lipstick - Snob (Satin)",simple
C-LL4516-SHNYBLKC,"4516 - Liquid Lipstick - Amorous (Satin)",simple
C-LL4517-SHNYBLKC,"4517 - Liquid Lipstick - Pebbles (Satin)",simple
C-LL4518-SHNYBLKC,"4518 - Liquid Lipstick - Soul Mate",simple
C-LL4519-SHNYBLKC,"4519 - Liquid Lipstick - Blue Moon",simple
C-LL4520-SHNYBLKC,"4520  - Liquid Lipstick - Paradise Blue",simple
C-LL4521-SHNYBLKC,"4521 - Liquid Lipstick - Scandalous",simple
C-LL4522-SHNYBLKC,"4522 - Liquid Lipstick - Spell Bond",simple
C-LL4523-SHNYBLKC,"4523 - Liquid Lipstick - Black",simple
C-LL4524-SHNYBLKC,"4524 - Liquid Lipstick - Grey",simple
C-LL4525-SHNYBLKC,"4525 - Liquid Lipstick - Tangerine Queen",simple
C-LL4526-SHNYBLKC,"4526 - Liquid Lipstick - Speechless",simple
C-LL4527-SHNYBLKC,"4527 - Liquid Lipstick - Fearless",simple
C-LL4528-SHNYBLKC,"4528 - Liquid Lipstick - Stylish Girl",simple
C-LL4529-SHNYBLKC,"4529 - Liquid Lipstick - Fashionable",simple
C-LL4530-SHNYBLKC,"4530 - Liquid Lipstick - Hunter",simple
C-LL4531-SHNYBLKC,"4531 - Liquid Lipstick - Sugar Plum",simple
C-LL4532-SHNYBLKC,"4532 - Liquid Lipstick - City Girl",simple
C-LL4533-SHNYBLKC,"4533 - Liquid Lipstick - Funtime",simple
C-LL4534-SHNYBLKC,"4534 - Liquid Lipstick - Shallow Orchid",simple
C-LL4535-SHNYBLKC,"4535 - Liquid Lipstick - Stunner",simple
C-LL4536-SHNYBLKC,"4536 - Liquid Lipstick - Aphrodite",simple
C-LL4537-SHNYBLKC,"4537 - Liquid Lipstick - Twitch",simple
C-LL4539-SHNYBLKC,"4539 - Liquid Lipstick - Loving Red",simple
C-LL4540-SHNYBLKC,"4540 - Liquid Lipstick - Bonfire",simple
C-LL4541-SHNYBLKC,"4541 - Liquid Lipstick - Delighted",simple
C-LL4542-SHNYBLKC,"4542 - Liquid Lipstick - Shy Girl",simple
C-LL4543-SHNYBLKC,"4543 - Liquid Lipstick - - Adore",simple
C-LL4544-SHNYBLKC,"4544  Liquid Lipstick Lavish",simple
C-LL4545-SHNYBLKC,"4545 - Liquid Lipstick - Posh",simple
C-LL4546-SHNYBLKC,"4546 - Liquid Lipstick - Nebula",simple
C-LL4547-SHNYBLKC,"4547 - Liquid Lipstick - Sin City",simple
C-LL4548-SHNYBLKC,"4548 - Liquid Lipstick - Baby Spice",simple
C-LL4549-SHNYBLKC,"4549 - Liquid Lipstick - Supernova",simple
C-LL4550-SHNYBLKC,"4550 - Liquid Lipstick - Fawn",simple
LL_Silver,"Liquid Lipstick Silver Cap Packaging",configurable
C-LL4500-SILVERCAP,"4500 - Liquid Lipstick - All Natural",simple
C-LL4501-SILVERCAP,"4501 - Liquid Lipstick - Dream",simple
C-LL4502-SILVERCAP,"4502 - Liquid Lipstick - Angel",simple
C-LL4503-SILVERCAP,"4503 - Liquid Lipstick - Pink Pop",simple
C-LL4504-SILVERCAP,"4504 - Liquid Lipstick - -Love Bite",simple
C-LL4505-SILVERCAP,"4505 - Liquid Lipstick -  Charmed",simple
C-LL4507-SILVERCAP,"4507 Liquid Lipstick - Black Berry",simple
C-LL4508-SILVERCAP,"4508 Liquid Lipstick - Dream Girl",simple
